GENE_ID,Chr,Start,End,Strand,Length,DFT1_CONT_1_S10,DFT1_CONT_2_S7,DFT1_CONT_3_S6,DFT1_Saha1_1_S1,DFT1_Saha1_2_S24,DFT1_Saha1_3_S12,DFT1_Saha2_1_S3,DFT1_Saha2_2_S22,DFT1_Saha2_3_S9,DFT1_Saha3_1_S23,DFT1_Saha3_2_S18,DFT1_Saha3_3_S14,DFT1_Saha4_1_S11,DFT1_Saha4_2_S2,DFT1_Saha4_3_S15,DFT1_Saha5_1_S8,DFT1_Saha5_2_S21,DFT1_Saha5_3_S5,DFT1_Saha6_1_S19,DFT1_Saha6_2_S16,DFT1_Saha6_3_S20,DFT1_Saha7_1_S13,DFT1_Saha7_2_S17,DFT1_Saha7_3_S4
PSMA4,NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1,2714542;2716799;2717201;2717706;2718632;2720513;2720946;2721246,2714949;2716922;2717331;2717794;2718709;2720675;2720988;2721271,-;-;-;-;-;-;-;-,1062,5748,6793,6322,5922,5529,6076,6404,5325,5368,5722,5311,5756,5735,5441,5254,3579,3625,4021,6280,5476,5458,6168,5967,5439
HYKK,NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1,2724725;2724727;2727915;2727915;2730258;2730258;2734225;2734225;2737166;2737166,2726176;2726155;2728098;2728098;2730397;2730397;2734584;2734584;2737339;2737327,-;-;-;-;-;-;-;-;-;-,2310,394,529,459,428,407,503,469,374,358,400,383,388,375,372,359,88,101,121,334,258,262,485,497,417
IREB2,NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1,2746720;2748685;2749880;2750087;2751593;2751835;2752747;2753135;2754470;2756275;2757569;2758252;2760494;2762915;2765094;2765955;2766428;2769734;2770770;2772175;2777110,2747075;2748870;2750002;2750234;2751735;2751939;2752871;2753291;2754554;2756410;2757728;2758368;2760594;2763086;2765233;2766138;2766497;2769955;2770907;2772340;2777199,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,3124,3084,4773,4517,4172,4064,4231,4448,3764,3620,4268,3727,4345,4128,3818,4066,439,377,519,3065,2465,2563,4577,4719,4031
CRABP1,NW_003816427.1;NW_003816427.1;NW_003816427.1,2861981;2866458;2869072,2862289;2866571;2869243,-;-;-,595,37232,42335,40663,38764,37757,44713,45296,38022,36930,42878,41627,42820,54555,51759,50199,90600,91637,104019,79292,66896,69540,39384,36536,36488
WDR61,NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1,2917609;2918172;2920511;2927602;2929175;2929637;2936240;2936948;2941107,2917636;2918277;2920683;2927750;2929268;2929730;2936332;2937026;2941432,+;+;+;+;+;+;+;+;+,1142,1998,2379,2149,2063,1876,2142,2031,1717,1711,1874,1800,1833,2394,2178,2165,1149,999,1140,1943,1728,1797,2238,2015,1963
DNAJA4,NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1,2944787;2944787;2944787;2945162;2945162;2945162;2948494;2948494;2948494;2950108;2950108;2950108;2951031;2951031;2951031;2953067;2953067;2953420;2957536;2957536,2945073;2945073;2945073;2945262;2945262;2945262;2948724;2948724;2948724;2950335;2950335;2950335;2951135;2951135;2951135;2953247;2953247;2954060;2957730;2957628,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,1969,50,54,44,44,45,51,35,47,43,51,43,41,50,61,46,16,9,18,54,45,36,48,44,34
LOC100926075,NW_003816427.1;NW_003816427.1;NW_003816427.1,2958784;2959596;2959795,2959106;2959675;2961345,+;+;+,1954,3,1,0,7,1,2,2,1,1,2,1,3,1,2,1,0,0,1,5,3,2,1,0,1
ACSBG1,NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1,3003624;3057789;3059947;3081216;3086685;3087926;3090980;3091902;3092603;3093476;3094732;3096213;3097131;3100468;3102152,3003703;3057878;3060047;3081433;3086773;3088046;3091060;3092051;3092779;3093657;3094962;3096430;3097270;3100714;3102994,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,2968,2,2,1,4,5,1,3,0,3,2,2,4,4,2,3,0,0,3,2,2,2,0,2,0
IDH3A,NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1,3103234;3107045;3109621;3109910;3110059;3111411;3111977;3113513;3115278;3117515,3104898;3107197;3109705;3109974;3110161;3111544;3112164;3113627;3115361;3117577,-;-;-;-;-;-;-;-;-;-,2655,8331,10114,9721,9039,8560,9470,9625,8485,8280,9537,8836,9211,9551,9380,9085,4894,5243,5580,8493,7119,7123,9601,8931,8437
CIB2,NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1,3152567;3163622;3166020;3168072;3169323,3152602;3163733;3166167;3168267;3170202,+;+;+;+;+,1372,1,3,4,3,0,2,0,5,0,1,2,3,5,3,3,2,2,0,3,1,1,4,1,2
SH2D7,NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1,3175000;3176525;3178484;3180200;3180795;3183417,3175050;3177343;3178711;3180365;3180884;3183595,-;-;-;-;-;-,1533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBC1D2B,NW_003816427.1;NW_003816427.1;NW_003816427.1,3200721;3228199;3240001,3200772;3228352;3240166,+;+;+,372,22,33,26,23,30,33,36,30,31,45,27,40,28,29,25,2,0,3,44,28,26,32,54,29
ADAMTS7,NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1,3364738;3368786;3372675;3375256;3379230;3380249;3393226;3396860;3397811;3417117;3422327;3424313;3425175;3425455,3364799;3368927;3372919;3375376;3379363;3380418;3393371;3396952;3397955;3417260;3422476;3424437;3425293;3425458,-;-;-;-;-;-;-;-;-;-;-;-;-;-,1800,69,119,107,120,114,124,124,113,105,82,71,92,108,108,108,8,4,5,118,88,81,132,161,109
TRNAK-CUU,NW_003816427.1;NW_003816552.1;NW_003816659.1;NW_003823426.1;NW_003824368.1;NW_003831597.1;NW_003838870.1;NW_003838874.1;NW_003838874.1;NW_003839005.1;NW_003839005.1;NW_003839005.1;NW_003839005.1;NW_003839005.1;NW_003839005.1;NW_003839005.1;NW_003839005.1;NW_003839869.1;NW_003843707.1;NW_003846736.1;NW_003846829.1;NW_003849796.1,3540784;3118590;897060;51863;66083;436931;589455;1148723;1159030;3947787;3995324;3995651;3996871;4020496;3994504;4018511;4082615;7562;733519;498326;1353216;42833,3540856;3118662;897132;51935;66155;437003;589527;1148795;1159102;3947859;3995396;3995723;3996943;4020568;3994576;4018583;4082687;7634;733591;498398;1353288;42905,+;-;-;+;+;-;-;+;-;+;+;+;+;+;-;-;-;-;-;+;-;+,1606,1,6,6,2,4,4,4,3,1,7,12,1,4,5,6,15,17,31,17,20,21,0,0,4
MORF4L1,NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1,3554630;3554630;3554630;3559274;3559274;3559274;3559279;3559279;3565587;3565587;3565587;3565587;3565587;3570548;3570548;3571847;3571847;3571847;3571847;3571847;3571847;3573030;3573030;3573030;3573030;3573030;3573030;3575227;3575227;3575227;3581203;3581203;3581203;3581203;3581203;3581203;3583931;3583931;3583931;3583931;3583931;3583931;3585134;3585134;3585134;3585134;3585134;3585134;3588584;3588584;3588584;3588584;3588584;3588584;3590202;3590202;3590202;3590202;3590223;3590223;3590729;3590729;3590729;3590729;3590729;3590729;3591663;3591663;3591663;3591663;3591663;3591663,3554782;3554782;3554782;3559320;3559320;3559320;3559320;3559320;3565654;3565654;3565654;3565654;3565654;3570664;3570664;3571933;3571933;3571933;3571933;3571933;3571933;3573110;3573110;3573110;3573110;3573110;3573110;3575283;3575283;3575283;3581228;3581228;3581228;3581228;3581228;3581228;3584019;3584019;3584019;3584019;3584019;3584019;3585235;3585235;3585235;3585235;3585235;3585235;3588672;3588672;3588672;3588672;3588672;3588672;3590395;3590395;3590395;3590395;3590395;3590395;3590813;3590813;3590813;3590813;3590813;3590813;3592380;3592380;3592380;3592380;3592380;3592380,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,1913,5948,7412,7021,6451,6069,6607,6863,5822,5824,6526,5986,6694,7701,7253,7052,1042,987,1293,5388,4686,4697,7037,6492,5936
LOC100927632,NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1;NW_003816427.1,3644187;3649874;3650333;3650863;3656961;3659876;3661190;3666103;3666717,3644420;3650036;3650482;3651023;3657137;3660017;3661377;3666244;3667302,+;+;+;+;+;+;+;+;+,1943,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LOC100928062,NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1,35168;35827;37539;38827;42300;46419;46913;47339;55175,35381;35968;37723;38968;42476;46579;47062;47501;55397,-;-;-;-;-;-;-;-;-,1557,2,1,4,1,0,2,1,0,0,3,1,0,1,0,0,0,0,3,2,1,0,0,0,1
SNCG,NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1,101973;103645;108102;109165;111979,102385;103725;108229;109206;112262,-;-;-;-;-,948,6233,7494,6790,7130,6551,7798,8015,6808,7089,6468,5869,6308,5591,5389,5206,2778,2636,2981,6278,4931,5252,6839,6040,6051
MMRN2,NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1,117006;142112;143964;144915;146288;147137;162971,117263;142240;144070;144995;146461;148987;164236,+;+;+;+;+;+;+,3866,445,634,576,571,503,584,758,620,631,739,668,718,827,869,831,126,141,156,662,446,486,596,524,477
BMPR1A,NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1,170035;174462;176029;176664;177999;181685;182672;183530;185233;187587;194039;229942,174372;174592;176204;176961;178191;181829;182771;183626;185335;187752;194249;230052,-;-;-;-;-;-;-;-;-;-;-;-,6069,1649,2511,2312,1940,1737,1879,1796,1644,1636,1887,1689,1906,1904,1654,1747,243,276,273,1352,1065,1143,2133,2202,1833
LDB3,NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1,304513;309719;312592;313171;315206;315586;324809;333264;335179;348758;350881;358110;360570;373195;380157;383078;389531,304602;309834;312712;313351;315530;315696;324942;333431;335214;348794;351050;358313;360592;373270;380308;383180;389568,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,2085,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OPN4,NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1,421444;427973;429370;432810;434306;436822;437696;438256;438753;442682;449063,421914;428008;429516;432990;434413;436983;437867;438459;438886;442827;449206,-;-;-;-;-;-;-;-;-;-;-,1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC111719071,NW_003816428.1;NW_003816428.1;NW_003816428.1,444089;461535;466501,444171;461644;467159,+;+;+,852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100928840,NW_003816428.1,540505,541104,+,600,1,1,0,2,1,0,3,0,1,3,0,1,1,1,2,0,0,0,1,0,1,2,0,4
WAPL,NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1;NW_003816428.1,563799;563799;563805;565493;565493;565493;592535;592535;592535;598324;598324;598342;623547;623547;623547;624882;624882;624882;625335;625335;625335;628578;628578;628578;630371;630371;630371;636729;636729;636729;637409;637409;637409;638666;638666;638666;639856;639856;639856;640401;640401;640401;640848;640848;640848;644877;644877;644877;645613;645613;645613;647522;647522;647522;647957;647957;647957,563871;563871;563889;566013;566013;566013;593578;593578;593578;598442;598442;598442;623642;623642;623642;625034;625034;625034;625471;625471;625471;628689;628689;628689;630598;630598;630598;636840;636840;636840;637506;637506;637506;638742;638742;638742;640031;640031;640031;640516;640516;640516;641009;641009;641009;645084;645084;645084;645701;645701;645701;647617;647617;647617;650406;650406;650406,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,6085,3699,5268,5541,4687,4679,4790,4982,4194,4194,4880,4414,5164,4235,4210,4094,453,440,626,3921,2835,2922,4961,5499,4379
GRID1,NW_003816429.1;NW_003816429.1;NW_003816429.1;NW_003816429.1;NW_003816429.1;NW_003816429.1;NW_003816429.1;NW_003816429.1;NW_003816429.1;NW_003816429.1;NW_003816429.1;NW_003816429.1;NW_003816429.1;NW_003816429.1,74473;75233;367641;400950;427792;429783;517226;519588;534131;536059;597259;653649;659448;673558,74506;75438;367694;401120;427953;429902;517327;519785;534455;536197;597454;653815;659688;673986,+;+;+;+;+;+;+;+;+;+;+;+;+;+,2544,11,3,8,5,19,9,9,4,9,25,34,37,53,52,48,1,4,3,19,9,18,6,5,7
LOC100931172,NW_003816429.1;NW_003816429.1,1748152;1749345,1748523;1750073,-;-,1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCSER2,NW_003816429.1;NW_003816429.1;NW_003816429.1;NW_003816429.1;NW_003816429.1;NW_003816429.1;NW_003816429.1;NW_003816429.1;NW_003816429.1;NW_003816429.1;NW_003816429.1;NW_003816429.1;NW_003816429.1;NW_003816429.1;NW_003816429.1;NW_003816429.1;NW_003816429.1;NW_003816429.1;NW_003816429.1;NW_003816429.1;NW_003816429.1;NW_003816429.1;NW_003816429.1;NW_003816429.1;NW_003816429.1;NW_003816429.1;NW_003816429.1;NW_003816429.1;NW_003816429.1;NW_003816429.1;NW_003816429.1;NW_003816429.1;NW_003816429.1;NW_003816429.1;NW_003816429.1;NW_003816429.1;NW_003816429.1;NW_003816429.1;NW_003816429.1;NW_003816429.1;NW_003816429.1;NW_003816429.1;NW_003816429.1;NW_003816429.1;NW_003816429.1;NW_003816429.1,1851245;1855212;1855212;1855722;1855964;1860510;1868844;1868844;1878536;1878536;1878536;1878536;1878536;1883033;1883033;1883033;1883033;1883033;1884321;1884321;1884321;1884321;1884321;1901238;1901238;1901238;1901238;1901238;1904627;1904627;1904627;1904627;1904627;1905509;1913249;1913249;1913249;1913249;1945463;1945463;1945463;1945463;1949118;1949118;1949118;1949118,1856027;1856027;1856027;1856027;1856027;1860549;1868928;1868928;1878625;1878625;1878625;1878625;1878625;1883119;1883119;1883119;1883119;1883119;1884407;1884407;1884407;1884407;1884407;1901433;1901433;1901433;1901433;1901433;1904789;1904789;1904789;1904789;1904789;1906029;1913339;1913339;1913339;1913339;1945665;1945665;1945662;1945665;1950632;1950555;1950632;1950632,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,7861,2482,3756,3694,3383,3328,3313,3461,2845,2891,3904,3260,3832,4250,3938,4071,435,477,646,2695,2256,2390,3589,3641,3171
WASHC2C,NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1,3907;3907;3907;4328;5527;5527;5527;5527;10481;10481;10481;10481;12923;12923;12923;12923;13860;13860;13860;13860;14055;14055;14055;14055;17201;17201;17201;17201;18048;18048;18048;18048;18728;18728;18728;18728;19207;19207;19207;19207;21190;21190;21190;21190;21736;21736;21736;21736;22821;22821;22821;22821;23314;23314;23314;23314;24762;24762;24762;24762;26215;26215;26215;26215;34186;34186;34186;34186;35331;35331;35331;35331;37442;37442;37442;37442;40254;40254;40254;40254;42215;42215;42215;42215;45809;45809;45809;45857;46026;46026;46026;46026;46706;46706;46706;46709;47939;47939;47939;47939;48355;48355;48355;48355;50050;50050;50050;50050;52399;52399;52399;52399;53425;53425;53425;53425,4158;4158;4158;4479;5691;5691;5691;5691;10543;10543;10543;10543;13096;13096;13096;13096;13953;13953;13953;13953;14116;14116;14116;14116;17248;17248;17248;17248;18161;18161;18161;18161;18815;18815;18815;18815;19281;19281;19281;19281;21305;21305;21305;21305;21793;21793;21793;21793;22880;22880;22880;22880;23481;23481;23481;23481;24883;24883;24883;24883;26307;26307;26307;26307;34302;34302;34302;34302;35462;35462;35462;35462;37608;37608;37608;37608;40356;40356;40356;40356;42361;42361;42361;42361;45925;45925;45925;45925;46121;46121;46121;46121;46825;46825;46825;46825;48001;48001;48001;48001;48555;48555;48555;48555;50670;50670;50670;50670;52579;52579;52579;52579;53927;53927;53927;53927,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,4472,7465,10136,9836,8778,8217,8948,9193,7941,7506,8289,7386,8398,9886,9461,9462,1391,1370,1642,6804,5150,5251,9938,9622,8440
ZFAND4,NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1,65990;74148;83996;85166;90019;99119;100382;102077;117013;118593,66076;74448;84071;85233;90205;99266;101560;102131;117130;119528,+;+;+;+;+;+;+;+;+;+,3155,838,1076,1031,919,860,872,897,757,782,777,660,779,996,862,819,158,167,197,641,516,521,1061,1032,896
Mar.08,NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1,129070;129070;132821;140318;140448;157704;157704;157704;157704;202879;202879;202879;202879;221331;221331;221331;221331;221681;221681;221681;224198;224198;224198;224198;227519;227519;227519;227519;231580;231580;231580;231580,129182;129182;132939;140631;140631;157883;157883;157883;157883;202929;202929;202929;202929;221410;221410;221410;221410;222532;222532;222532;224378;224378;224378;224378;227666;227666;227666;227666;235871;235871;235871;235871,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,6330,2834,4092,3964,3320,3078,3263,3346,2790,2758,2434,2171,2322,2400,2325,2210,483,439,514,2693,2037,2045,3752,3817,3366
LOC100932213,NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1,234841;237127;238512;238512;241310;241310;243815;243815;246681;246681;248662;248662;250359;250359;252413;252413;256482;256482,234923;237446;238573;238573;241391;241391;243901;243901;246779;246779;248757;248757;250493;250493;252466;252466;256698;256698,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,1235,48,36,42,37,40,31,35,44,42,31,34,35,46,54,36,65,46,40,73,61,45,49,42,36
ALOX5,NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1;NW_003816430.1,258791;261587;264673;266076;266540;273168;274766;276858;281374;282626;315253;322179;322900,259831;261757;264773;266197;266718;273254;274969;277004;281546;282732;315375;322260;323093,-;-;-;-;-;-;-;-;-;-;-;-;-,2731,44,47,34,41,22,37,38,36,24,20,20,17,15,4,20,15,7,9,20,19,13,42,41,35
